image_path,label,brand,model,year,filename,L_real_m,W_real_m,H_real_m,WB_real_m,Noise_Level_dB
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821229299.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821229299.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821231214.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821231214.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821235185.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821235185.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821236160.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821236160.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821237123.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821237123.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821238112.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821238112.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821239295.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821239295.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821240794.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821240794.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821242302.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821242302.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821245984.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821245984.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821247729.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821247729.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821248648.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821248648.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821251364.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821251364.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821253888.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821253888.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821254983.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821254983.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821255984.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821255984.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821258207.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821258207.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821259156.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821259156.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821260000.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821260000.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821260981.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821260981.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821261724.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821261724.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821262499.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821262499.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821264091.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821264091.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821269719.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821269719.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821272405.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821272405.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821273378.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821273378.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821274248.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821274248.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821275061.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821275061.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821275952.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821275952.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821277096.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821277096.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821279934.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821279934.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821281340.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821281340.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821282061.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821282061.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821283271.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821283271.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821284080.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821284080.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821285858.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821285858.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821286854.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821286854.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821288743.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821288743.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821290446.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821290446.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821291240.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821291240.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821292123.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821292123.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821293512.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821293512.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821294204.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821294204.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821296913.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821296913.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821300684.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821300684.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821303703.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821303703.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821304476.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821304476.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821306256.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821306256.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821307763.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821307763.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821315531.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821315531.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821317028.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821317028.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821318130.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821318130.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821318920.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821318920.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821319994.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821319994.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821322883.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821322883.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821323828.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821323828.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821324778.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821324778.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821326381.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821326381.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821327485.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821327485.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821330547.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821330547.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821331498.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821331498.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821333712.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821333712.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821336165.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821336165.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821339767.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821339767.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821346434.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821346434.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821347587.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821347587.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821348419.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821348419.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821349307.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821349307.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821350294.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821350294.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821353742.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821353742.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821354618.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821354618.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821355819.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821355819.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821358461.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821358461.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821359599.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821359599.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821361695.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821361695.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821365097.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821365097.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821366051.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821366051.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821367215.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821367215.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821368216.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821368216.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821369223.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821369223.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821370035.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821370035.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821371578.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821371578.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821374345.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821374345.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821377618.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821377618.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821378740.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821378740.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821379626.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821379626.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821380639.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821380639.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821386099.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821386099.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821388073.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821388073.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821416588.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821416588.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821418861.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821418861.jpeg,4.681,1.897,1.375,2.812,93.3
C:\Users\youss\OneDrive\Desktop\ML for me\trainning\Car_Images_Dataset\BMW\F80_M3_2015\Modified\BMW_F80_M3_2015_Modified_1763821419661.jpeg,Modified,BMW,F80_M3,2015,BMW_F80_M3_2015_Modified_1763821419661.jpeg,4.681,1.897,1.375,2.812,93.3
